Site,Trap,Date,Date_cal,Round,Genus,Species,Sex,correction_10g,Unadjusted_weight,Mass_g,Elytra_length_mm
MOOR 43,0,12-06-2017,163,2,Nicrophorus,orbicollis,F,0.9785,0.268,0.274,10.61
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9846,0.27,0.274,9.82
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9846,0.27,0.274,9.65
PANG 104,0,13-06-2017,164,2,Nicrophorus,orbicollis,F,0.9761,0.268,0.275,9.92
MASS 12,0,16-08-2017,228,3,Nicrophorus,orbicollis,F,0.976,0.268,0.275,10.44
TURID 204,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9788,0.269,0.275,10.31
PANG 114,0,15-09-2017,258,4,Nicrophorus,orbicollis,F,0.9773,0.269,0.275,9.62
MASS 4,6,23-06-2017,174,2,Nicrophorus,orbicollis,F,0.9767,0.269,0.275,11.26
MOOR 43,0,06-10-2017,279,4,Nicrophorus,orbicollis,F,0.9752,0.269,0.276,10.56
PANG 36,0,01-08-2017,213,3,Nicrophorus,orbicollis,F,0.9823,0.271,0.276,10.36
MOOR 43,0,12-06-2017,163,2,Nicrophorus,orbicollis,F,0.9785,0.27,0.276,9.76
HUGH 131,0,26-06-2017,177,2,Nicrophorus,orbicollis,F,0.9746,0.269,0.276,9.81
BONW 106,6,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9781,0.27,0.276,9.33
MASS 203,0,04-07-2017,185,2,Nicrophorus,orbicollis,F,0.9744,0.269,0.276,9.19
MASS 111,6,19-06-2017,170,2,Nicrophorus,orbicollis,F,0.9778,0.27,0.276,9.39
BONW 103,0,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9849,0.272,0.276,10.79
HUGH 76,0,20-06-2017,171,2,Nicrophorus,orbicollis,F,0.9774,0.27,0.276,9.48
MASS 200,0,04-07-2017,185,2,Nicrophorus,orbicollis,F,0.9799,0.271,0.277,9.89
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.9827,0.272,0.277,10.23
PANG 114,0,11-08-2017,223,3,Nicrophorus,orbicollis,F,0.9827,0.272,0.277,10.2
CAPE 57,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9824,0.272,0.277,9.95
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9846,0.273,0.277,9.24
CAPE 51,0,17-08-2017,229,3,Nicrophorus,orbicollis,F,0.9807,0.272,0.277,9.68
PANG 121,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9798,0.272,0.278,9.37
MOOR 46,0,31-07-2017,212,3,Nicrophorus,orbicollis,F,0.9812,0.273,0.278,9.33
BONW 103,0,06-07-2017,187,2,Nicrophorus,orbicollis,F,0.9787,0.273,0.279,10.06
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9846,0.275,0.279,9.37
HUGH 133,0,10-08-2017,222,3,Nicrophorus,orbicollis,F,0.9835,0.275,0.28,9.44
MASS 12,0,16-08-2017,228,3,Nicrophorus,orbicollis,F,0.976,0.273,0.28,9.45
BOST 113,6,11-06-2017,162,2,Nicrophorus,orbicollis,F,0.9757,0.273,0.28,9.43
PANG 114,0,20-06-2017,171,2,Nicrophorus,orbicollis,F,0.9753,0.273,0.28,9.64
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9846,0.276,0.28,8.82
QUBS 110,0,15-09-2017,258,4,Nicrophorus,orbicollis,F,0.9771,0.274,0.28,9.61
MASS 203,0,23-08-2017,235,3,Nicrophorus,orbicollis,F,0.9801,0.275,0.281,9.67
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.9827,0.276,0.281,11.05
PANG 36,0,01-08-2017,213,3,Nicrophorus,orbicollis,F,0.9823,0.276,0.281,10.43
MASS 7,0,21-06-2017,172,2,Nicrophorus,orbicollis,F,0.9787,0.275,0.281,10.05
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9775,0.275,0.281,9.95
CAPE 57,0,17-08-2017,229,3,Nicrophorus,orbicollis,F,0.9751,0.275,0.282,8.82
CAPE 55,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9781,0.276,0.282,9.67
CAPE 55,6,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9744,0.275,0.282,9
MASS 10,0,09-08-2017,221,3,Nicrophorus,orbicollis,F,0.9801,0.277,0.283,9.59
MOOR 142,0,12-06-2017,163,2,Nicrophorus,orbicollis,F,0.9778,0.277,0.283,9.87
CAPE 56,0,15-06-2017,166,2,Nicrophorus,orbicollis,F,0.9771,0.277,0.283,9.89
BRAC 105,0,27-06-2017,178,2,Nicrophorus,orbicollis,F,0.9765,0.277,0.284,9.43
BONW 112,0,04-08-2017,216,3,Nicrophorus,orbicollis,F,0.9786,0.278,0.284,9.89
CAPE 55,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9781,0.278,0.284,9.78
MASS 15,0,23-06-2017,174,2,Nicrophorus,orbicollis,F,0.9766,0.278,0.285,9.88
PANG 36,0,11-06-2017,162,2,Nicrophorus,orbicollis,F,0.9764,0.278,0.285,10.4
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.9827,0.28,0.285,9.97
BONW 94,0,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9845,0.281,0.285,9.22
PANG 29,0,22-08-2017,234,3,Nicrophorus,orbicollis,F,0.9808,0.28,0.285,10.15
HUGH 70,6,26-06-2017,177,2,Nicrophorus,orbicollis,F,0.975,0.279,0.286,9.95
HUGH 70,0,26-06-2017,177,2,Nicrophorus,orbicollis,F,0.9744,0.279,0.286,9.06
MASS 15,0,16-09-2017,259,4,Nicrophorus,orbicollis,F,0.9772,0.28,0.287,9.49
MASS 3,0,23-06-2017,174,2,Nicrophorus,orbicollis,F,0.9749,0.28,0.287,9.27
BONW 103,0,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9849,0.283,0.287,9.77
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9846,0.283,0.287,10.01
CAPE 63,0,15-08-2017,227,3,Nicrophorus,orbicollis,F,0.9844,0.283,0.287,11.76
MOOR 43,0,31-07-2017,212,3,Nicrophorus,orbicollis,F,0.9773,0.281,0.288,9.46
HUGH 137,0,22-08-2017,234,3,Nicrophorus,orbicollis,F,0.976,0.281,0.288,9.91
HUGH 137,0,22-08-2017,234,3,Nicrophorus,orbicollis,F,0.976,0.281,0.288,9.6
MASS 7,6,21-06-2017,172,2,Nicrophorus,orbicollis,F,0.9753,0.281,0.288,9.5
BRAC 84,0,19-06-2017,170,2,Nicrophorus,orbicollis,F,0.975,0.281,0.288,9.42
PANG 32,0,13-06-2017,164,2,Nicrophorus,orbicollis,F,0.9813,0.283,0.288,9.73
HUGH 126,6,22-06-2017,173,2,Nicrophorus,orbicollis,F,0.9778,0.282,0.288,9.45
BONW 89,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9764,0.282,0.289,9.49
PANG 23,0,29-06-2017,180,2,Nicrophorus,orbicollis,F,0.9756,0.282,0.289,10.15
MASS 139,0,02-08-2017,214,3,Nicrophorus,orbicollis,F,0.9825,0.284,0.289,9.74
BONW 107,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9821,0.284,0.289,10.06
CAPE 55,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9781,0.283,0.289,9.72
BRAC 122,0,27-06-2017,178,2,Nicrophorus,orbicollis,F,0.9773,0.283,0.29,9.02
HUGH 73,0,12-06-2017,163,2,Nicrophorus,orbicollis,F,0.9802,0.284,0.29,9.97
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9852,0.286,0.29,9.36
CAPE 56,0,15-06-2017,166,2,Nicrophorus,orbicollis,F,0.9771,0.284,0.291,10.31
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9852,0.287,0.291,9.86
BRAC 128,6,24-08-2017,236,3,Nicrophorus,orbicollis,F,0.9782,0.285,0.291,9.97
MASS 15,0,23-06-2017,174,2,Nicrophorus,orbicollis,F,0.9766,0.285,0.292,9.25
MASS 139,0,21-06-2017,172,2,Nicrophorus,orbicollis,F,0.9825,0.287,0.292,9.61
MASS 130,6,19-06-2017,170,2,Nicrophorus,orbicollis,F,0.9807,0.287,0.293,10.16
PANG 108,0,20-06-2017,171,2,Nicrophorus,orbicollis,F,0.9838,0.288,0.293,9.99
MASS 202,6,04-07-2017,185,2,Nicrophorus,orbicollis,F,0.9803,0.287,0.293,10.17
CAPE 136,0,17-08-2017,229,3,Nicrophorus,orbicollis,F,0.9762,0.286,0.293,9.51
BRAC 128,0,24-08-2017,236,3,Nicrophorus,orbicollis,F,0.9762,0.286,0.293,9.21
BRAC 128,0,24-08-2017,236,3,Nicrophorus,orbicollis,F,0.9762,0.286,0.293,9.04
HUGH 137,0,22-08-2017,234,3,Nicrophorus,orbicollis,F,0.976,0.286,0.293,10.09
HUGH 137,0,22-08-2017,234,3,Nicrophorus,orbicollis,F,0.9741,0.286,0.294,10.13
HUGH 137,0,22-08-2017,234,3,Nicrophorus,orbicollis,F,0.9741,0.286,0.294,9.27
CAPE 47,0,17-08-2017,229,3,Nicrophorus,orbicollis,F,0.9785,0.288,0.294,9.88
PANG 23,0,20-08-2017,232,3,Nicrophorus,orbicollis,F,0.9829,0.29,0.295,8.9
BOST 16,0,21-10-2017,294,4,Nicrophorus,orbicollis,F,0.9731,0.288,0.296,10.32
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.9831,0.291,0.296,9.89
TURID 204,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9788,0.29,0.296,11.7
MASS 109,6,23-08-2017,235,3,Nicrophorus,orbicollis,F,0.9753,0.289,0.296,9.11
BONW 101,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9781,0.29,0.296,9.92
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9846,0.292,0.297,10.41
MOOR 46,0,31-07-2017,212,3,Nicrophorus,orbicollis,F,0.9812,0.291,0.297,9.76
BONW 94,0,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9845,0.292,0.297,9.79
MASS 15,0,23-06-2017,174,2,Nicrophorus,orbicollis,F,0.9766,0.29,0.297,9.89
MASS 111,0,19-06-2017,170,2,Nicrophorus,orbicollis,F,0.9784,0.291,0.297,9.34
MASS 119,6,16-08-2017,228,3,Nicrophorus,orbicollis,F,0.9784,0.291,0.297,9.45
HUGH 69,0,25-08-2017,237,3,Nicrophorus,orbicollis,F,0.9748,0.29,0.297,10.11
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9775,0.291,0.298,9.85
BOST 16,0,11-06-2017,162,2,Nicrophorus,orbicollis,F,0.9764,0.291,0.298,10.51
HUGH 137,0,22-08-2017,234,3,Nicrophorus,orbicollis,F,0.976,0.291,0.298,10.16
CAPE 127,0,15-06-2017,166,2,Nicrophorus,orbicollis,F,0.9757,0.291,0.298,11.66
CAPE 57,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9824,0.293,0.298,9.64
BONW 103,0,06-07-2017,187,2,Nicrophorus,orbicollis,F,0.9787,0.292,0.298,10.31
BONW 103,0,06-07-2017,187,2,Nicrophorus,orbicollis,F,0.9787,0.292,0.298,10
MASS 202,6,04-07-2017,185,2,Nicrophorus,orbicollis,F,0.9816,0.293,0.298,9.82
HUGH 123,0,25-08-2017,237,3,Nicrophorus,orbicollis,F,0.9746,0.291,0.299,10.22
HUGH 123,0,26-06-2017,177,2,Nicrophorus,orbicollis,F,0.9745,0.291,0.299,9.71
MASS 117,0,16-08-2017,228,3,Nicrophorus,orbicollis,F,0.9842,0.294,0.299,11.39
BRAC 122,0,27-06-2017,178,2,Nicrophorus,orbicollis,F,0.9773,0.292,0.299,9.46
MASS 117,0,05-07-2017,186,2,Nicrophorus,orbicollis,F,0.977,0.292,0.299,9.71
BONW 106,0,06-07-2017,187,2,Nicrophorus,orbicollis,F,0.9802,0.293,0.299,9.93
MOOR 43,6,12-06-2017,163,2,Nicrophorus,orbicollis,F,0.9832,0.294,0.299,9.8
MASS 4,6,07-08-2017,219,3,Nicrophorus,orbicollis,F,0.9762,0.292,0.299,9.32
MASS 10,0,19-06-2017,170,2,Nicrophorus,orbicollis,F,0.9735,0.292,0.3,10.64
MASS 7,0,21-06-2017,172,2,Nicrophorus,orbicollis,F,0.9787,0.294,0.3,10.29
PANG 114,0,20-06-2017,171,2,Nicrophorus,orbicollis,F,0.9753,0.293,0.3,9.84
PANG 114,0,20-06-2017,171,2,Nicrophorus,orbicollis,F,0.9753,0.293,0.3,9.79
BONW 94,0,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9845,0.296,0.301,10.71
CAPE 49,0,28-06-2017,179,2,Nicrophorus,orbicollis,F,0.9739,0.293,0.301,9.47
QUBS 42,0,20-08-2017,232,3,Nicrophorus,orbicollis,F,0.9768,0.294,0.301,10.13
CAPE 47,0,17-08-2017,229,3,Nicrophorus,orbicollis,F,0.9785,0.295,0.301,10.24
MASS 202,6,04-07-2017,185,2,Nicrophorus,orbicollis,F,0.9816,0.296,0.302,9.56
MASS 138,6,21-06-2017,172,2,Nicrophorus,orbicollis,F,0.9747,0.294,0.302,9.78
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9846,0.297,0.302,9.95
MASS 139,6,21-06-2017,172,2,Nicrophorus,orbicollis,F,0.9746,0.294,0.302,9.45
CAPE 55,6,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9744,0.294,0.302,9.78
HUGH 73,0,12-06-2017,163,2,Nicrophorus,orbicollis,F,0.9802,0.296,0.302,10.76
CAPE 47,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9823,0.297,0.302,10.31
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9775,0.296,0.303,9.96
MASS 200,0,04-07-2017,185,2,Nicrophorus,orbicollis,F,0.9799,0.297,0.303,9.21
CAPE 57,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9824,0.298,0.303,10.22
CAPE 47,0,17-08-2017,229,3,Nicrophorus,orbicollis,F,0.9785,0.297,0.304,10.14
MASS 3,0,23-06-2017,174,2,Nicrophorus,orbicollis,F,0.9749,0.296,0.304,9.56
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9846,0.299,0.304,10.4
MASS 130,6,19-06-2017,170,2,Nicrophorus,orbicollis,F,0.9807,0.298,0.304,10.14
BONW 89,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9764,0.297,0.304,10.18
MASS 7,6,21-06-2017,172,2,Nicrophorus,orbicollis,F,0.9753,0.297,0.305,9.53
BONW 112,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.9747,0.297,0.305,10.21
CAPE 63,0,15-08-2017,227,3,Nicrophorus,orbicollis,F,0.9844,0.3,0.305,10.27
PANG 36,0,11-06-2017,162,2,Nicrophorus,orbicollis,F,0.9772,0.298,0.305,9.85
PANG 24,0,22-08-2017,234,3,Nicrophorus,orbicollis,F,0.977,0.298,0.305,13.25
MASS 120,0,16-08-2017,228,3,Nicrophorus,orbicollis,F,0.9754,0.298,0.306,9.68
BONW 101,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9781,0.299,0.306,10.74
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9846,0.301,0.306,10.05
MOOR 45,0,06-10-2017,279,4,Nicrophorus,orbicollis,F,0.9747,0.298,0.306,10.28
PANG 104,0,13-06-2017,164,2,Nicrophorus,orbicollis,F,0.9761,0.299,0.306,10.66
HUGH 137,0,22-08-2017,234,3,Nicrophorus,orbicollis,F,0.9741,0.299,0.307,10.5
BONW 199,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.98,0.301,0.307,10.05
MASS 111,0,09-08-2017,221,3,Nicrophorus,orbicollis,F,0.9832,0.302,0.307,9.63
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.9831,0.302,0.307,10.39
MOOR 43,0,12-06-2017,163,2,Nicrophorus,orbicollis,F,0.9785,0.301,0.308,10.68
BONW 94,0,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9845,0.303,0.308,9.9
PANG 25,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9798,0.302,0.308,9.63
CAPE 47,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9823,0.303,0.308,9.47
MASS 15,0,07-08-2017,219,3,Nicrophorus,orbicollis,F,0.9751,0.301,0.309,9.83
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9846,0.304,0.309,10.41
MASS 117,0,16-08-2017,228,3,Nicrophorus,orbicollis,F,0.9842,0.304,0.309,10.08
BRAC 122,0,27-06-2017,178,2,Nicrophorus,orbicollis,F,0.9773,0.302,0.309,9.82
BONW 199,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.98,0.303,0.309,10.14
HUGH 116,6,22-06-2017,173,2,Nicrophorus,orbicollis,F,0.9794,0.303,0.309,9.99
CAPE 47,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9823,0.304,0.309,10.31
MASS 7,0,21-06-2017,172,2,Nicrophorus,orbicollis,F,0.9787,0.303,0.31,9.63
CAPE 55,6,17-08-2017,229,3,Nicrophorus,orbicollis,F,0.9779,0.303,0.31,9.61
PANG 33,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9745,0.302,0.31,9.9
MASS 139,6,02-08-2017,214,3,Nicrophorus,orbicollis,F,0.9772,0.303,0.31,9.49
BRAC 128,0,24-08-2017,236,3,Nicrophorus,orbicollis,F,0.9757,0.303,0.311,9.34
BONW 129,0,29-10-2017,302,4,Nicrophorus,orbicollis,F,0.9757,0.303,0.311,11.01
BONW 199,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.98,0.305,0.311,10.27
PANG 23,0,20-08-2017,232,3,Nicrophorus,orbicollis,F,0.9829,0.306,0.311,9.41
TURID 204,0,30-06-2017,181,2,Nicrophorus,orbicollis,F,0.979,0.305,0.312,10.39
PANG 41,6,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9787,0.305,0.312,9.77
CAPE 63,0,15-08-2017,227,3,Nicrophorus,orbicollis,F,0.9844,0.307,0.312,10.3
HUGH 123,0,25-08-2017,237,3,Nicrophorus,orbicollis,F,0.9746,0.304,0.312,10.57
CAPE 55,6,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9744,0.304,0.312,10.29
CAPE 56,0,15-06-2017,166,2,Nicrophorus,orbicollis,F,0.9771,0.305,0.312,10.13
MASS 10,0,09-08-2017,221,3,Nicrophorus,orbicollis,F,0.9801,0.306,0.312,9.9
PANG 121,0,21-08-2017,233,3,Nicrophorus,orbicollis,F,0.9768,0.305,0.312,10.13
BONW 199,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.98,0.306,0.312,9.88
BRAC 81,0,19-06-2017,170,2,Nicrophorus,orbicollis,F,0.9798,0.306,0.312,9.42
MASS 139,0,21-06-2017,172,2,Nicrophorus,orbicollis,F,0.9825,0.307,0.312,10.16
BONW 103,0,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9849,0.308,0.313,9.83
MOOR 43,0,12-06-2017,163,2,Nicrophorus,orbicollis,F,0.9785,0.306,0.313,10.24
BONW 94,0,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9845,0.308,0.313,10.3
PANG 35,6,29-06-2017,180,2,Nicrophorus,orbicollis,F,0.978,0.306,0.313,9.97
HUGH 137,0,22-08-2017,234,3,Nicrophorus,orbicollis,F,0.9741,0.305,0.313,9.98
MOOR 43,6,31-07-2017,212,3,Nicrophorus,orbicollis,F,0.979,0.307,0.314,11.36
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9852,0.309,0.314,10.64
BONW 103,0,06-07-2017,187,2,Nicrophorus,orbicollis,F,0.9787,0.307,0.314,9.62
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9846,0.309,0.314,10.61
BONW 94,0,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9845,0.309,0.314,10.23
HUGH 19,6,26-06-2017,177,2,Nicrophorus,orbicollis,F,0.9744,0.306,0.314,9.98
PANG 24,0,22-08-2017,234,3,Nicrophorus,orbicollis,F,0.977,0.307,0.314,9.85
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.9831,0.309,0.314,10.4
BOST 16,0,11-06-2017,162,2,Nicrophorus,orbicollis,F,0.9764,0.307,0.314,10.76
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.9825,0.309,0.315,10.33
PANG 36,0,01-08-2017,213,3,Nicrophorus,orbicollis,F,0.9823,0.309,0.315,10.08
PANG 140,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9741,0.307,0.315,9.46
PANG 36,0,11-06-2017,162,2,Nicrophorus,orbicollis,F,0.9772,0.308,0.315,11.07
MOOR 43,6,12-06-2017,163,2,Nicrophorus,orbicollis,F,0.9832,0.31,0.315,10.08
BONW 199,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.98,0.309,0.315,10.09
BOST 16,0,11-06-2017,162,2,Nicrophorus,orbicollis,F,0.9764,0.308,0.315,10.35
MASS 139,0,02-08-2017,214,3,Nicrophorus,orbicollis,F,0.9825,0.31,0.316,9.7
BONW 103,0,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9849,0.311,0.316,9.94
BONW 94,0,18-08-2017,230,3,Nicrophorus,orbicollis,F,0.9845,0.311,0.316,9.98
CAPE 55,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9781,0.309,0.316,9.39
MASS 111,0,28-09-2017,271,4,Nicrophorus,orbicollis,F,0.9741,0.308,0.316,11.52
CAPE 56,0,15-06-2017,166,2,Nicrophorus,orbicollis,F,0.9771,0.309,0.316,10.81
MASS 117,0,05-07-2017,186,2,Nicrophorus,orbicollis,F,0.977,0.309,0.316,9.88
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.9831,0.311,0.316,9.99
PANG 121,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9798,0.31,0.316,8.96
MOOR 43,6,06-10-2017,279,4,Nicrophorus,orbicollis,F,0.9758,0.309,0.317,10.24
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9852,0.312,0.317,9.93
BOST 17,0,01-08-2017,213,3,Nicrophorus,orbicollis,F,0.9757,0.309,0.317,9.96
QUBS 110,0,11-08-2017,223,3,Nicrophorus,orbicollis,F,0.982,0.311,0.317,10.84
MOOR 46,0,31-07-2017,212,3,Nicrophorus,orbicollis,F,0.9812,0.311,0.317,9.99
CAPE 53,0,08-08-2017,220,3,Nicrophorus,orbicollis,F,0.9778,0.31,0.317,10.29
MASS 120,6,05-07-2017,186,2,Nicrophorus,orbicollis,F,0.9837,0.312,0.317,10.04
PANG 114,0,15-09-2017,258,4,Nicrophorus,orbicollis,F,0.9773,0.31,0.317,10.28
BONW 92,6,06-07-2017,187,2,Nicrophorus,orbicollis,F,0.9773,0.31,0.317,10.01
HUGH 80,0,28-06-2017,179,2,Nicrophorus,orbicollis,F,0.977,0.31,0.317,10.5
MASS 200,0,04-07-2017,185,2,Nicrophorus,orbicollis,F,0.9799,0.311,0.317,9.84
MASS 15,0,23-06-2017,174,2,Nicrophorus,orbicollis,F,0.9766,0.31,0.317,10.1
CAPE 53,6,08-08-2017,220,3,Nicrophorus,orbicollis,F,0.9826,0.312,0.318,9.81
MASS 202,6,23-08-2017,235,3,Nicrophorus,orbicollis,F,0.9761,0.31,0.318,9.85
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9846,0.313,0.318,10.28
MASS 120,6,05-07-2017,186,2,Nicrophorus,orbicollis,F,0.9837,0.313,0.318,9.34
BONW 199,0,16-06-2017,167,2,Nicrophorus,orbicollis,F,0.98,0.312,0.318,10.32
HUGH 116,0,21-06-2017,172,2,Nicrophorus,orbicollis,F,0.973,0.31,0.319,9.68
PANG 114,0,20-06-2017,171,2,Nicrophorus,orbicollis,F,0.9753,0.311,0.319,10.25
BRAC 122,0,27-06-2017,178,2,Nicrophorus,orbicollis,F,0.9773,0.312,0.319,10.15
CAPE 136,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9771,0.312,0.319,10.1
HUGH 73,0,12-06-2017,163,2,Nicrophorus,orbicollis,F,0.9802,0.313,0.319,10.93
PANG 104,0,13-06-2017,164,2,Nicrophorus,orbicollis,F,0.9761,0.312,0.32,11.09
BONW 103,6,06-07-2017,187,2,Nicrophorus,orbicollis,F,0.9842,0.315,0.32,9.9
MOOR 142,0,12-06-2017,163,2,Nicrophorus,orbicollis,F,0.9778,0.313,0.32,10.36
PANG 114,0,11-08-2017,223,3,Nicrophorus,orbicollis,F,0.9827,0.315,0.321,11.25
HUGH 116,6,22-06-2017,173,2,Nicrophorus,orbicollis,F,0.9794,0.314,0.321,9.43
CAPE 47,6,17-08-2017,229,3,Nicrophorus,orbicollis,F,0.9822,0.315,0.321,10.67
PANG 41,0,12-08-2017,224,3,Nicrophorus,orbicollis,F,0.9818,0.315,0.321,9.87
MASS 7,0,02-08-2017,214,3,Nicrophorus,orbicollis,F,0.975,0.313,0.321,9.76
BONW 101,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9781,0.314,0.321,10.63
CAPE 136,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9771,0.314,0.321,10.5
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9846,0.317,0.322,9.91
CAPE 57,6,17-08-2017,229,3,Nicrophorus,orbicollis,F,0.9746,0.314,0.322,9.22
BRAC 122,6,27-06-2017,178,2,Nicrophorus,orbicollis,F,0.9775,0.315,0.322,9.86
BRAC 122,0,27-06-2017,178,2,Nicrophorus,orbicollis,F,0.9773,0.315,0.322,9.56
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,F,0.9852,0.318,0.323,9.7
BONW 107,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9821,0.317,0.323,10.68
BONW 107,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9821,0.317,0.323,10.48
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9846,0.318,0.323,9.78
CAPE 47,0,12-07-2017,193,2,Nicrophorus,orbicollis,F,0.9813,0.317,0.323,9.9
MASS 130,0,19-06-2017,170,2,Nicrophorus,orbicollis,F,0.975,0.315,0.323,10.46
BONW 107,0,14-08-2017,226,3,Nicrophorus,orbicollis,F,0.9821,0.318,0.324,10.42
